user_id,signup_date,signup_month,acquisition_channel,city_tier,age_bracket,risk_profile
NV404606,2026-03-28,2026-03,Influencer/Content,Tier 2,35-44,Moderate
NV404607,2026-03-26,2026-03,Referral,Tier 2,35-44,Moderate
NV404608,2026-03-24,2026-03,Organic App Store,Tier 2,55+,Conservative
NV404609,2026-03-10,2026-03,Paid Ads,Tier 1,35-44,Moderate
NV404610,2026-03-20,2026-03,Referral,Tier 1,25-34,Conservative
NV404611,2026-03-27,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404612,2026-03-20,2026-03,Referral,Tier 1,25-34,Moderate
NV404613,2026-03-11,2026-03,Organic App Store,Tier 1,35-44,Conservative
NV404614,2026-03-24,2026-03,Influencer/Content,Tier 2,35-44,Conservative
NV404615,2026-03-27,2026-03,Referral,Tier 2,18-24,Moderate
NV404616,2026-03-23,2026-03,Organic App Store,Tier 1,45-54,Conservative
NV404617,2026-03-07,2026-03,Paid Ads,Tier 3,35-44,Moderate
NV404618,2026-03-03,2026-03,Paid Ads,Tier 3,25-34,Moderate
NV404619,2026-03-13,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404620,2026-03-26,2026-03,Referral,Tier 1,25-34,Aggressive
NV404621,2026-03-18,2026-03,Referral,Tier 1,55+,Conservative
NV404622,2026-03-11,2026-03,Referral,Tier 1,25-34,Moderate
NV404623,2026-03-30,2026-03,Paid Ads,Tier 2,18-24,Aggressive
NV404624,2026-03-18,2026-03,Influencer/Content,Tier 2,18-24,Aggressive
NV404625,2026-03-15,2026-03,Paid Ads,Tier 2,18-24,Aggressive
NV404626,2026-03-13,2026-03,Organic App Store,Tier 2,25-34,Aggressive
NV404627,2026-03-09,2026-03,Referral,Tier 2,25-34,Moderate
NV404628,2026-03-02,2026-03,Influencer/Content,Tier 2,25-34,Conservative
NV404629,2026-03-01,2026-03,Paid Ads,Tier 1,25-34,Aggressive
NV404630,2026-03-10,2026-03,Referral,Tier 3,35-44,Conservative
NV404631,2026-03-04,2026-03,Referral,Tier 1,55+,Moderate
NV404632,2026-03-10,2026-03,Paid Ads,Tier 2,35-44,Conservative
NV404633,2026-03-28,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404634,2026-03-23,2026-03,Organic App Store,Tier 1,45-54,Conservative
NV404635,2026-03-24,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404636,2026-03-09,2026-03,Paid Ads,Tier 1,35-44,Moderate
NV404637,2026-03-14,2026-03,Paid Ads,Tier 3,25-34,Aggressive
NV404638,2026-03-02,2026-03,Paid Ads,Tier 3,25-34,Conservative
NV404639,2026-03-01,2026-03,Paid Ads,Tier 2,18-24,Conservative
NV404640,2026-03-26,2026-03,Referral,Tier 3,25-34,Moderate
NV404641,2026-03-14,2026-03,Paid Ads,Tier 2,35-44,Conservative
NV404642,2026-03-28,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404643,2026-03-09,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404644,2026-03-01,2026-03,Organic App Store,Tier 2,45-54,Moderate
NV404645,2026-03-17,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404646,2026-03-02,2026-03,Influencer/Content,Tier 1,45-54,Moderate
NV404647,2026-03-05,2026-03,Referral,Tier 2,35-44,Moderate
NV404648,2026-03-19,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404649,2026-03-26,2026-03,Influencer/Content,Tier 1,25-34,Moderate
NV404650,2026-03-07,2026-03,Organic App Store,Tier 1,55+,Moderate
NV404651,2026-03-27,2026-03,Paid Ads,Tier 1,35-44,Aggressive
NV404652,2026-03-05,2026-03,Paid Ads,Tier 1,25-34,Conservative
NV404653,2026-03-03,2026-03,Organic App Store,Tier 1,45-54,Moderate
NV404654,2026-03-29,2026-03,Paid Ads,Tier 1,35-44,Moderate
NV404655,2026-03-05,2026-03,Influencer/Content,Tier 2,25-34,Conservative
NV404656,2026-03-08,2026-03,Paid Ads,Tier 2,25-34,Aggressive
NV404657,2026-03-20,2026-03,Influencer/Content,Tier 3,45-54,Moderate
NV404658,2026-03-04,2026-03,Referral,Tier 1,35-44,Moderate
NV404659,2026-03-12,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404660,2026-03-20,2026-03,Organic App Store,Tier 2,35-44,Conservative
NV404661,2026-03-30,2026-03,Organic App Store,Tier 2,55+,Moderate
NV404662,2026-03-04,2026-03,Paid Ads,Tier 2,25-34,Moderate
NV404663,2026-03-21,2026-03,Referral,Tier 2,25-34,Aggressive
NV404664,2026-03-22,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404665,2026-03-30,2026-03,Organic App Store,Tier 3,25-34,Moderate
NV404666,2026-03-22,2026-03,Influencer/Content,Tier 2,18-24,Moderate
NV404667,2026-03-19,2026-03,Referral,Tier 2,45-54,Moderate
NV404668,2026-03-09,2026-03,Paid Ads,Tier 1,18-24,Conservative
NV404669,2026-03-02,2026-03,Organic App Store,Tier 3,25-34,Moderate
NV404670,2026-03-13,2026-03,Referral,Tier 3,18-24,Moderate
NV404671,2026-03-14,2026-03,Referral,Tier 1,25-34,Moderate
NV404672,2026-03-01,2026-03,Organic App Store,Tier 3,35-44,Conservative
NV404673,2026-03-18,2026-03,Referral,Tier 1,35-44,Aggressive
NV404674,2026-03-28,2026-03,Paid Ads,Tier 2,35-44,Aggressive
NV404675,2026-03-20,2026-03,Paid Ads,Tier 3,35-44,Aggressive
NV404676,2026-03-29,2026-03,Referral,Tier 1,25-34,Conservative
NV404677,2026-03-01,2026-03,Paid Ads,Tier 1,35-44,Moderate
NV404678,2026-03-24,2026-03,Paid Ads,Tier 2,35-44,Moderate
NV404679,2026-03-12,2026-03,Referral,Tier 1,45-54,Moderate
NV404680,2026-03-18,2026-03,Organic App Store,Tier 1,45-54,Moderate
NV404681,2026-03-27,2026-03,Referral,Tier 2,25-34,Conservative
NV404682,2026-03-23,2026-03,Influencer/Content,Tier 2,35-44,Aggressive
NV404683,2026-03-20,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404684,2026-03-29,2026-03,Influencer/Content,Tier 3,25-34,Conservative
NV404685,2026-03-16,2026-03,Organic App Store,Tier 1,35-44,Conservative
NV404686,2026-03-30,2026-03,Paid Ads,Tier 1,35-44,Moderate
NV404687,2026-03-08,2026-03,Paid Ads,Tier 2,18-24,Aggressive
NV404688,2026-03-17,2026-03,Paid Ads,Tier 3,25-34,Moderate
NV404689,2026-03-06,2026-03,Influencer/Content,Tier 1,18-24,Moderate
NV404690,2026-03-13,2026-03,Organic App Store,Tier 3,45-54,Conservative
NV404691,2026-03-01,2026-03,Organic App Store,Tier 1,35-44,Moderate
NV404692,2026-03-24,2026-03,Paid Ads,Tier 2,25-34,Aggressive
NV404693,2026-03-05,2026-03,Paid Ads,Tier 2,18-24,Aggressive
NV404694,2026-03-16,2026-03,Influencer/Content,Tier 2,35-44,Moderate
NV404695,2026-03-27,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404696,2026-03-01,2026-03,Paid Ads,Tier 2,45-54,Moderate
NV404697,2026-03-21,2026-03,Influencer/Content,Tier 2,25-34,Conservative
NV404698,2026-03-07,2026-03,Influencer/Content,Tier 2,25-34,Conservative
NV404699,2026-03-25,2026-03,Influencer/Content,Tier 1,35-44,Aggressive
NV404700,2026-03-19,2026-03,Influencer/Content,Tier 1,25-34,Conservative
NV404701,2026-03-21,2026-03,Referral,Tier 3,35-44,Conservative
NV404702,2026-03-13,2026-03,Referral,Tier 1,25-34,Conservative
NV404703,2026-03-13,2026-03,Referral,Tier 1,25-34,Moderate
NV404704,2026-03-10,2026-03,Organic App Store,Tier 2,45-54,Aggressive
NV404705,2026-03-27,2026-03,Organic App Store,Tier 3,25-34,Moderate
NV404706,2026-03-08,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404707,2026-03-16,2026-03,Influencer/Content,Tier 2,25-34,Aggressive
NV404708,2026-03-11,2026-03,Referral,Tier 1,25-34,Aggressive
NV404709,2026-03-05,2026-03,Influencer/Content,Tier 1,25-34,Moderate
NV404710,2026-03-08,2026-03,Influencer/Content,Tier 1,25-34,Moderate
NV404711,2026-03-18,2026-03,Paid Ads,Tier 3,25-34,Conservative
NV404712,2026-03-08,2026-03,Influencer/Content,Tier 1,25-34,Conservative
NV404713,2026-03-14,2026-03,Referral,Tier 2,55+,Aggressive
NV404714,2026-03-13,2026-03,Paid Ads,Tier 1,35-44,Aggressive
NV404715,2026-03-18,2026-03,Paid Ads,Tier 3,25-34,Conservative
NV404716,2026-03-07,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404717,2026-03-13,2026-03,Paid Ads,Tier 2,35-44,Conservative
NV404718,2026-03-19,2026-03,Organic App Store,Tier 1,35-44,Moderate
NV404719,2026-03-21,2026-03,Organic App Store,Tier 3,18-24,Conservative
NV404720,2026-03-02,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404721,2026-03-22,2026-03,Referral,Tier 1,25-34,Conservative
NV404722,2026-03-10,2026-03,Referral,Tier 2,18-24,Moderate
NV404723,2026-03-06,2026-03,Organic App Store,Tier 2,18-24,Conservative
NV404724,2026-03-16,2026-03,Influencer/Content,Tier 1,35-44,Conservative
NV404725,2026-03-10,2026-03,Referral,Tier 1,18-24,Moderate
NV404726,2026-03-16,2026-03,Paid Ads,Tier 1,45-54,Moderate
NV404727,2026-03-29,2026-03,Referral,Tier 1,18-24,Moderate
NV404728,2026-03-18,2026-03,Referral,Tier 1,35-44,Aggressive
NV404729,2026-03-29,2026-03,Paid Ads,Tier 1,25-34,Moderate
NV404730,2026-03-07,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404731,2026-03-22,2026-03,Organic App Store,Tier 1,25-34,Conservative
NV404732,2026-03-25,2026-03,Influencer/Content,Tier 3,35-44,Moderate
NV404733,2026-03-20,2026-03,Influencer/Content,Tier 1,25-34,Aggressive
NV404734,2026-03-08,2026-03,Organic App Store,Tier 2,35-44,Aggressive
NV404735,2026-03-01,2026-03,Influencer/Content,Tier 2,25-34,Moderate
NV404736,2026-03-01,2026-03,Paid Ads,Tier 3,18-24,Aggressive
NV404737,2026-03-03,2026-03,Paid Ads,Tier 2,18-24,Moderate
NV404738,2026-03-07,2026-03,Referral,Tier 3,25-34,Conservative
NV404739,2026-03-08,2026-03,Organic App Store,Tier 2,55+,Conservative
NV404740,2026-03-22,2026-03,Paid Ads,Tier 1,25-34,Aggressive
NV404741,2026-03-29,2026-03,Organic App Store,Tier 2,35-44,Aggressive
NV404742,2026-03-06,2026-03,Influencer/Content,Tier 2,18-24,Conservative
NV404743,2026-03-25,2026-03,Paid Ads,Tier 2,25-34,Moderate
NV404744,2026-03-13,2026-03,Referral,Tier 2,55+,Conservative
NV404745,2026-03-15,2026-03,Referral,Tier 3,25-34,Aggressive
NV404746,2026-03-03,2026-03,Influencer/Content,Tier 2,45-54,Moderate
NV404747,2026-03-26,2026-03,Influencer/Content,Tier 2,35-44,Moderate
NV404748,2026-03-07,2026-03,Influencer/Content,Tier 2,25-34,Conservative
NV404749,2026-03-05,2026-03,Organic App Store,Tier 2,18-24,Conservative
NV404750,2026-03-11,2026-03,Referral,Tier 1,25-34,Aggressive
NV404751,2026-03-18,2026-03,Organic App Store,Tier 2,18-24,Conservative
NV404752,2026-03-16,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404753,2026-03-16,2026-03,Referral,Tier 1,35-44,Moderate
NV404754,2026-03-25,2026-03,Influencer/Content,Tier 2,45-54,Moderate
NV404755,2026-03-19,2026-03,Organic App Store,Tier 1,25-34,Conservative
NV404756,2026-03-19,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404757,2026-03-28,2026-03,Organic App Store,Tier 1,55+,Moderate
NV404758,2026-03-23,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404759,2026-03-09,2026-03,Influencer/Content,Tier 2,25-34,Moderate
NV404760,2026-03-14,2026-03,Paid Ads,Tier 3,25-34,Moderate
NV404761,2026-03-15,2026-03,Influencer/Content,Tier 1,35-44,Aggressive
NV404762,2026-03-29,2026-03,Organic App Store,Tier 1,18-24,Conservative
NV404763,2026-03-19,2026-03,Influencer/Content,Tier 1,45-54,Aggressive
NV404764,2026-03-15,2026-03,Organic App Store,Tier 3,25-34,Moderate
NV404765,2026-03-13,2026-03,Referral,Tier 1,25-34,Conservative
NV404766,2026-03-15,2026-03,Referral,Tier 1,25-34,Moderate
NV404767,2026-03-30,2026-03,Paid Ads,Tier 2,35-44,Conservative
NV404768,2026-03-27,2026-03,Organic App Store,Tier 1,45-54,Conservative
NV404769,2026-03-01,2026-03,Organic App Store,Tier 3,18-24,Aggressive
NV404770,2026-03-13,2026-03,Organic App Store,Tier 2,25-34,Aggressive
NV404771,2026-03-04,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404772,2026-03-19,2026-03,Influencer/Content,Tier 2,25-34,Aggressive
NV404773,2026-03-29,2026-03,Referral,Tier 3,35-44,Moderate
NV404774,2026-03-26,2026-03,Referral,Tier 1,18-24,Aggressive
NV404775,2026-03-27,2026-03,Referral,Tier 2,35-44,Moderate
NV404776,2026-03-27,2026-03,Referral,Tier 1,45-54,Moderate
NV404777,2026-03-03,2026-03,Influencer/Content,Tier 1,35-44,Moderate
NV404778,2026-03-09,2026-03,Referral,Tier 2,35-44,Moderate
NV404779,2026-03-01,2026-03,Organic App Store,Tier 3,35-44,Conservative
NV404780,2026-03-16,2026-03,Referral,Tier 3,25-34,Moderate
NV404781,2026-03-20,2026-03,Influencer/Content,Tier 3,45-54,Aggressive
NV404782,2026-03-17,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404783,2026-03-25,2026-03,Organic App Store,Tier 1,35-44,Moderate
NV404784,2026-03-06,2026-03,Paid Ads,Tier 1,25-34,Conservative
NV404785,2026-03-23,2026-03,Influencer/Content,Tier 3,35-44,Moderate
NV404786,2026-03-03,2026-03,Organic App Store,Tier 2,35-44,Moderate
NV404787,2026-03-03,2026-03,Referral,Tier 2,45-54,Conservative
NV404788,2026-03-19,2026-03,Influencer/Content,Tier 2,25-34,Moderate
NV404789,2026-03-24,2026-03,Paid Ads,Tier 2,35-44,Moderate
NV404790,2026-03-17,2026-03,Referral,Tier 3,25-34,Moderate
NV404791,2026-03-26,2026-03,Influencer/Content,Tier 1,25-34,Conservative
NV404792,2026-03-07,2026-03,Influencer/Content,Tier 1,45-54,Moderate
NV404793,2026-03-19,2026-03,Influencer/Content,Tier 1,45-54,Moderate
NV404794,2026-03-06,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404795,2026-03-01,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404796,2026-03-26,2026-03,Influencer/Content,Tier 1,25-34,Moderate
NV404797,2026-03-09,2026-03,Organic App Store,Tier 3,18-24,Moderate
NV404798,2026-03-01,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404799,2026-03-01,2026-03,Organic App Store,Tier 1,25-34,Conservative
NV404800,2026-03-16,2026-03,Organic App Store,Tier 3,18-24,Moderate
NV404801,2026-03-04,2026-03,Paid Ads,Tier 2,25-34,Conservative
NV404802,2026-03-28,2026-03,Influencer/Content,Tier 1,35-44,Aggressive
NV404803,2026-03-02,2026-03,Referral,Tier 2,35-44,Aggressive
NV404804,2026-03-28,2026-03,Influencer/Content,Tier 1,18-24,Moderate
NV404805,2026-03-30,2026-03,Organic App Store,Tier 2,45-54,Aggressive
NV404806,2026-03-06,2026-03,Paid Ads,Tier 2,18-24,Aggressive
NV404807,2026-03-21,2026-03,Organic App Store,Tier 1,45-54,Aggressive
NV404808,2026-03-21,2026-03,Organic App Store,Tier 1,45-54,Conservative
NV404809,2026-03-05,2026-03,Paid Ads,Tier 3,25-34,Aggressive
NV404810,2026-03-01,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404811,2026-03-15,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404812,2026-03-13,2026-03,Organic App Store,Tier 2,18-24,Moderate
NV404813,2026-03-15,2026-03,Organic App Store,Tier 2,25-34,Aggressive
NV404814,2026-03-21,2026-03,Organic App Store,Tier 1,18-24,Moderate
NV404815,2026-03-25,2026-03,Influencer/Content,Tier 2,25-34,Moderate
NV404816,2026-03-08,2026-03,Influencer/Content,Tier 3,35-44,Conservative
NV404817,2026-03-29,2026-03,Organic App Store,Tier 2,35-44,Conservative
NV404818,2026-03-11,2026-03,Organic App Store,Tier 1,25-34,Conservative
NV404819,2026-03-03,2026-03,Referral,Tier 1,55+,Moderate
NV404820,2026-03-05,2026-03,Influencer/Content,Tier 2,18-24,Moderate
NV404821,2026-03-23,2026-03,Referral,Tier 2,18-24,Conservative
NV404822,2026-03-10,2026-03,Organic App Store,Tier 1,18-24,Moderate
NV404823,2026-03-10,2026-03,Referral,Tier 1,55+,Aggressive
NV404824,2026-03-14,2026-03,Organic App Store,Tier 2,45-54,Aggressive
NV404825,2026-03-08,2026-03,Influencer/Content,Tier 1,25-34,Conservative
NV404826,2026-03-24,2026-03,Paid Ads,Tier 3,18-24,Moderate
NV404827,2026-03-01,2026-03,Referral,Tier 2,35-44,Moderate
NV404828,2026-03-21,2026-03,Paid Ads,Tier 3,45-54,Moderate
NV404829,2026-03-05,2026-03,Referral,Tier 2,18-24,Conservative
NV404830,2026-03-06,2026-03,Organic App Store,Tier 2,35-44,Conservative
NV404831,2026-03-15,2026-03,Organic App Store,Tier 3,35-44,Moderate
NV404832,2026-03-22,2026-03,Organic App Store,Tier 2,18-24,Conservative
NV404833,2026-03-02,2026-03,Organic App Store,Tier 2,35-44,Moderate
NV404834,2026-03-11,2026-03,Organic App Store,Tier 1,18-24,Conservative
NV404835,2026-03-09,2026-03,Organic App Store,Tier 1,45-54,Moderate
NV404836,2026-03-24,2026-03,Influencer/Content,Tier 1,45-54,Conservative
NV404837,2026-03-26,2026-03,Paid Ads,Tier 2,25-34,Moderate
NV404838,2026-03-03,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404839,2026-03-23,2026-03,Paid Ads,Tier 2,55+,Moderate
NV404840,2026-03-10,2026-03,Organic App Store,Tier 3,45-54,Aggressive
NV404841,2026-03-11,2026-03,Influencer/Content,Tier 2,25-34,Moderate
NV404842,2026-03-04,2026-03,Referral,Tier 1,35-44,Conservative
NV404843,2026-03-27,2026-03,Referral,Tier 2,18-24,Moderate
NV404844,2026-03-01,2026-03,Organic App Store,Tier 1,25-34,Conservative
NV404845,2026-03-17,2026-03,Organic App Store,Tier 2,45-54,Moderate
NV404846,2026-03-21,2026-03,Organic App Store,Tier 3,18-24,Aggressive
NV404847,2026-03-15,2026-03,Referral,Tier 2,55+,Moderate
NV404848,2026-03-10,2026-03,Referral,Tier 2,18-24,Moderate
NV404849,2026-03-22,2026-03,Influencer/Content,Tier 3,45-54,Moderate
NV404850,2026-03-29,2026-03,Organic App Store,Tier 1,18-24,Moderate
NV404851,2026-03-10,2026-03,Influencer/Content,Tier 3,25-34,Moderate
NV404852,2026-03-01,2026-03,Influencer/Content,Tier 2,35-44,Moderate
NV404853,2026-03-18,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404854,2026-03-01,2026-03,Influencer/Content,Tier 1,25-34,Aggressive
NV404855,2026-03-07,2026-03,Organic App Store,Tier 3,45-54,Moderate
NV404856,2026-03-04,2026-03,Organic App Store,Tier 2,25-34,Conservative
NV404857,2026-03-08,2026-03,Paid Ads,Tier 1,35-44,Conservative
NV404858,2026-03-13,2026-03,Referral,Tier 1,55+,Conservative
NV404859,2026-03-04,2026-03,Referral,Tier 3,25-34,Moderate
NV404860,2026-03-22,2026-03,Paid Ads,Tier 1,25-34,Aggressive
NV404861,2026-03-19,2026-03,Influencer/Content,Tier 1,25-34,Moderate
NV404862,2026-03-20,2026-03,Referral,Tier 1,45-54,Conservative
NV404863,2026-03-18,2026-03,Referral,Tier 2,25-34,Moderate
NV404864,2026-03-11,2026-03,Paid Ads,Tier 1,45-54,Conservative
NV404865,2026-03-04,2026-03,Organic App Store,Tier 3,25-34,Moderate
NV404866,2026-03-30,2026-03,Influencer/Content,Tier 1,25-34,Aggressive
NV404867,2026-03-08,2026-03,Paid Ads,Tier 3,25-34,Conservative
NV404868,2026-03-03,2026-03,Paid Ads,Tier 2,25-34,Conservative
NV404869,2026-03-10,2026-03,Referral,Tier 2,25-34,Conservative
NV404870,2026-03-05,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404871,2026-03-03,2026-03,Referral,Tier 1,25-34,Moderate
NV404872,2026-03-12,2026-03,Paid Ads,Tier 1,55+,Moderate
NV404873,2026-03-09,2026-03,Organic App Store,Tier 2,18-24,Moderate
NV404874,2026-03-07,2026-03,Influencer/Content,Tier 1,25-34,Moderate
NV404875,2026-03-22,2026-03,Influencer/Content,Tier 1,18-24,Moderate
NV404876,2026-03-12,2026-03,Referral,Tier 1,45-54,Moderate
NV404877,2026-03-20,2026-03,Influencer/Content,Tier 1,35-44,Moderate
NV404878,2026-03-28,2026-03,Organic App Store,Tier 3,35-44,Aggressive
NV404879,2026-03-06,2026-03,Organic App Store,Tier 2,25-34,Aggressive
NV404880,2026-03-03,2026-03,Organic App Store,Tier 1,35-44,Moderate
NV404881,2026-03-04,2026-03,Referral,Tier 2,35-44,Moderate
NV404882,2026-03-30,2026-03,Referral,Tier 2,25-34,Aggressive
NV404883,2026-03-20,2026-03,Organic App Store,Tier 2,18-24,Conservative
NV404884,2026-03-24,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404885,2026-03-25,2026-03,Organic App Store,Tier 1,25-34,Moderate
NV404886,2026-03-22,2026-03,Referral,Tier 2,35-44,Moderate
NV404887,2026-03-14,2026-03,Organic App Store,Tier 2,35-44,Conservative
NV404888,2026-03-14,2026-03,Influencer/Content,Tier 3,18-24,Moderate
NV404889,2026-03-15,2026-03,Referral,Tier 3,25-34,Moderate
NV404890,2026-03-08,2026-03,Paid Ads,Tier 2,35-44,Conservative
NV404891,2026-03-09,2026-03,Organic App Store,Tier 1,25-34,Conservative
NV404892,2026-03-27,2026-03,Influencer/Content,Tier 2,18-24,Conservative
NV404893,2026-03-07,2026-03,Referral,Tier 3,18-24,Aggressive
NV404894,2026-03-29,2026-03,Influencer/Content,Tier 2,45-54,Aggressive
NV404895,2026-03-01,2026-03,Paid Ads,Tier 2,25-34,Conservative
NV404896,2026-03-21,2026-03,Influencer/Content,Tier 3,35-44,Aggressive
NV404897,2026-03-14,2026-03,Organic App Store,Tier 2,25-34,Moderate
NV404898,2026-03-07,2026-03,Organic App Store,Tier 1,35-44,Moderate
NV404899,2026-03-09,2026-03,Organic App Store,Tier 3,25-34,Aggressive
NV404900,2026-03-17,2026-03,Influencer/Content,Tier 3,18-24,Aggressive
NV404901,2026-03-10,2026-03,Paid Ads,Tier 2,25-34,Conservative
NV404902,2026-03-04,2026-03,Referral,Tier 1,18-24,Aggressive
NV404903,2026-03-28,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404904,2026-03-09,2026-03,Referral,Tier 1,18-24,Aggressive
NV404905,2026-03-04,2026-03,Organic App Store,Tier 3,25-34,Moderate
NV404906,2026-03-25,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404907,2026-03-12,2026-03,Influencer/Content,Tier 1,18-24,Aggressive
NV404908,2026-03-26,2026-03,Organic App Store,Tier 1,18-24,Moderate
NV404909,2026-03-14,2026-03,Referral,Tier 2,25-34,Aggressive
NV404910,2026-03-01,2026-03,Paid Ads,Tier 3,18-24,Moderate
NV404911,2026-03-05,2026-03,Referral,Tier 1,25-34,Moderate
NV404912,2026-03-14,2026-03,Paid Ads,Tier 1,45-54,Conservative
NV404913,2026-03-20,2026-03,Influencer/Content,Tier 1,25-34,Aggressive
NV404914,2026-03-13,2026-03,Paid Ads,Tier 2,25-34,Aggressive
NV404915,2026-03-11,2026-03,Paid Ads,Tier 3,35-44,Moderate
NV404916,2026-03-20,2026-03,Referral,Tier 1,18-24,Aggressive
NV404917,2026-03-26,2026-03,Paid Ads,Tier 2,18-24,Aggressive
NV404918,2026-03-14,2026-03,Paid Ads,Tier 1,18-24,Aggressive
NV404919,2026-03-28,2026-03,Referral,Tier 1,45-54,Conservative
NV404920,2026-03-17,2026-03,Referral,Tier 2,18-24,Aggressive
NV404921,2026-03-07,2026-03,Referral,Tier 2,35-44,Conservative
NV404922,2026-03-11,2026-03,Organic App Store,Tier 3,25-34,Conservative
NV404923,2026-03-07,2026-03,Organic App Store,Tier 3,25-34,Conservative
NV404924,2026-03-26,2026-03,Influencer/Content,Tier 2,25-34,Conservative
NV404925,2026-03-26,2026-03,Paid Ads,Tier 1,18-24,Moderate
NV404926,2026-03-16,2026-03,Referral,Tier 2,35-44,Moderate
NV404927,2026-03-11,2026-03,Referral,Tier 3,35-44,Moderate
NV404928,2026-03-24,2026-03,Organic App Store,Tier 3,25-34,Aggressive
NV404929,2026-03-24,2026-03,Referral,Tier 3,45-54,Conservative
NV404930,2026-03-17,2026-03,Paid Ads,Tier 2,25-34,Moderate
NV404931,2026-03-15,2026-03,Influencer/Content,Tier 2,25-34,Conservative
NV404932,2026-03-21,2026-03,Organic App Store,Tier 2,25-34,Aggressive
NV404933,2026-03-14,2026-03,Referral,Tier 1,18-24,Conservative
NV404934,2026-03-04,2026-03,Referral,Tier 1,25-34,Aggressive
NV404935,2026-03-03,2026-03,Referral,Tier 2,18-24,Moderate
NV404936,2026-03-22,2026-03,Referral,Tier 2,25-34,Moderate
NV404937,2026-03-05,2026-03,Influencer/Content,Tier 3,25-34,Moderate
NV404938,2026-03-05,2026-03,Organic App Store,Tier 3,35-44,Moderate
NV404939,2026-03-04,2026-03,Paid Ads,Tier 3,25-34,Conservative
NV404940,2026-03-02,2026-03,Referral,Tier 3,35-44,Aggressive
NV404941,2026-03-22,2026-03,Influencer/Content,Tier 2,45-54,Conservative
NV404942,2026-03-08,2026-03,Organic App Store,Tier 2,35-44,Aggressive
NV404943,2026-03-23,2026-03,Paid Ads,Tier 1,35-44,Aggressive
NV404944,2026-03-20,2026-03,Organic App Store,Tier 3,18-24,Conservative
NV404945,2026-03-07,2026-03,Organic App Store,Tier 1,35-44,Moderate
NV404946,2026-03-16,2026-03,Referral,Tier 2,18-24,Moderate
NV404947,2026-03-21,2026-03,Paid Ads,Tier 2,35-44,Moderate
NV404948,2026-03-11,2026-03,Paid Ads,Tier 3,35-44,Moderate
NV404949,2026-03-03,2026-03,Organic App Store,Tier 3,35-44,Moderate
NV404950,2026-03-09,2026-03,Influencer/Content,Tier 1,35-44,Conservative
NV404951,2026-03-10,2026-03,Paid Ads,Tier 3,18-24,Conservative
NV404952,2026-03-13,2026-03,Referral,Tier 3,18-24,Aggressive
NV404953,2026-03-05,2026-03,Paid Ads,Tier 2,35-44,Conservative
NV404954,2026-03-01,2026-03,Paid Ads,Tier 2,18-24,Conservative
NV404955,2026-03-09,2026-03,Organic App Store,Tier 2,35-44,Aggressive
NV404956,2026-03-07,2026-03,Paid Ads,Tier 1,25-34,Moderate
NV404957,2026-03-01,2026-03,Organic App Store,Tier 1,25-34,Aggressive
NV404958,2026-03-30,2026-03,Referral,Tier 1,25-34,Moderate
NV404959,2026-03-05,2026-03,Influencer/Content,Tier 1,35-44,Moderate
NV404960,2026-03-06,2026-03,Influencer/Content,Tier 2,45-54,Aggressive
NV404961,2026-03-05,2026-03,Influencer/Content,Tier 2,35-44,Conservative
NV404962,2026-03-02,2026-03,Organic App Store,Tier 2,18-24,Moderate
NV404963,2026-03-12,2026-03,Organic App Store,Tier 1,25-34,Conservative
NV404964,2026-03-10,2026-03,Organic App Store,Tier 2,45-54,Conservative
NV404965,2026-03-23,2026-03,Organic App Store,Tier 1,25-34,Aggressive
