investment_id,user_id,investment_date,product_type,investment_mode,amount_inr
702907,NV405320,2026-07-09,Mutual Fund - Debt,Lumpsum,12130.93
702908,NV405325,2026-03-20,Direct Stocks,SIP,3225.92
702909,NV405326,2026-04-01,Mutual Fund - Equity,Lumpsum,19034.54
702910,NV405326,2026-06-15,Mutual Fund - Hybrid,SIP,1256.72
702911,NV405328,2026-03-22,ETF,SIP,3294.69
702912,NV405328,2026-07-02,Mutual Fund - Equity,SIP,2351.53
702913,NV405330,2026-03-07,Direct Stocks,SIP,3084.42
702914,NV405334,2026-03-10,ETF,Lumpsum,21635.16
702915,NV405334,2026-05-04,Mutual Fund - Hybrid,Lumpsum,7908.76
702916,NV405335,2026-03-12,Mutual Fund - Debt,SIP,1901.58
702917,NV405338,2026-03-24,Mutual Fund - Hybrid,Lumpsum,15866.75
702918,NV405341,2026-03-31,Direct Stocks,SIP,2556.09
702919,NV405342,2026-03-14,Mutual Fund - Debt,Lumpsum,7977.22
702920,NV405343,2026-04-09,Mutual Fund - Debt,SIP,5083.12
702921,NV405345,2026-03-01,Mutual Fund - Equity,SIP,2007.72
702922,NV405346,2026-03-06,ETF,SIP,5356.17
702923,NV405347,2026-03-04,Mutual Fund - Equity,Lumpsum,7061.3
702924,NV405351,2026-03-29,Mutual Fund - Equity,SIP,5985.08
702925,NV405351,2026-06-29,Mutual Fund - Debt,SIP,3167.21
702926,NV405353,2026-03-24,Mutual Fund - Equity,SIP,2827.08
702927,NV405355,2026-04-06,Mutual Fund - Equity,SIP,2627.34
702928,NV405355,2026-06-16,Mutual Fund - Hybrid,SIP,1417.37
702929,NV405357,2026-03-17,Mutual Fund - Equity,SIP,1145.72
702930,NV405359,2026-03-18,Direct Stocks,Lumpsum,6211.06
702931,NV405360,2026-03-14,Mutual Fund - Hybrid,Lumpsum,19986.63
702932,NV405361,2026-03-15,Mutual Fund - Hybrid,SIP,3299.35
702933,NV405361,2026-04-17,ETF,SIP,1524.85
702934,NV405363,2026-03-22,Mutual Fund - Hybrid,Lumpsum,4227.92
702935,NV405364,2026-03-31,ETF,Lumpsum,8575.94
702936,NV405364,2026-05-27,Mutual Fund - Hybrid,Lumpsum,55471.88
702937,NV405365,2026-03-21,Mutual Fund - Equity,SIP,1632.11
702938,NV405367,2026-03-14,Mutual Fund - Equity,SIP,1732.55
702939,NV405368,2026-03-04,Mutual Fund - Equity,SIP,1951.57
702940,NV405377,2026-03-09,Mutual Fund - Debt,SIP,2982.47
702941,NV405379,2026-03-30,Mutual Fund - Equity,Lumpsum,8498.13
702942,NV405379,2026-05-17,Direct Stocks,SIP,1417.47
702943,NV405380,2026-03-13,Mutual Fund - Equity,SIP,1337.74
702944,NV405382,2026-03-20,Direct Stocks,SIP,9165.56
702945,NV405384,2026-03-19,Direct Stocks,Lumpsum,9277.17
702946,NV405385,2026-03-28,Mutual Fund - Equity,SIP,8599.28
702947,NV405385,2026-05-04,Direct Stocks,Lumpsum,10579.14
702948,NV405388,2026-03-21,Direct Stocks,SIP,1429.86
702949,NV405388,2026-05-16,Mutual Fund - Hybrid,Lumpsum,8081.61
702950,NV405391,2026-03-16,Direct Stocks,Lumpsum,11944.46
702951,NV405395,2026-03-27,Mutual Fund - Debt,SIP,6587.34
702952,NV405395,2026-06-06,Mutual Fund - Equity,SIP,3275.1
702953,NV405397,2026-03-15,ETF,SIP,2705.63
702954,NV405398,2026-03-11,Direct Stocks,Lumpsum,15712.75
702955,NV405398,2026-03-31,Mutual Fund - Debt,Lumpsum,10524.22
702956,NV405399,2026-03-28,Mutual Fund - Equity,SIP,1706.49
702957,NV405402,2026-04-01,Mutual Fund - Equity,SIP,3060.13
702958,NV405402,2026-06-28,Mutual Fund - Debt,Lumpsum,21676.83
702959,NV405403,2026-03-31,Mutual Fund - Hybrid,Lumpsum,8230.28
702960,NV405403,2026-07-05,Direct Stocks,SIP,1179.29
702961,NV405407,2026-03-28,Mutual Fund - Equity,Lumpsum,16972.77
702962,NV405410,2026-03-03,Mutual Fund - Equity,SIP,5857.08
702963,NV405412,2026-03-24,Mutual Fund - Debt,SIP,10531.95
702964,NV405412,2026-05-11,Direct Stocks,Lumpsum,26231.62
702965,NV405418,2026-03-17,Mutual Fund - Hybrid,SIP,5032.73
702966,NV405418,2026-06-13,Mutual Fund - Equity,Lumpsum,6355.24
702967,NV405424,2026-03-21,Mutual Fund - Equity,Lumpsum,14111.74
702968,NV405425,2026-03-04,Mutual Fund - Equity,Lumpsum,9834.87
702969,NV405425,2026-06-19,Direct Stocks,SIP,3513.35
702970,NV405428,2026-03-23,Direct Stocks,Lumpsum,9752.94
702971,NV405434,2026-03-24,Mutual Fund - Equity,Lumpsum,19429.53
702972,NV405434,2026-05-08,Direct Stocks,SIP,828.54
702973,NV405436,2026-03-11,Direct Stocks,Lumpsum,10308.38
702974,NV405436,2026-05-06,Mutual Fund - Hybrid,Lumpsum,10955.75
702975,NV405440,2026-03-19,Mutual Fund - Hybrid,Lumpsum,26074.48
702976,NV405441,2026-03-06,ETF,SIP,2608.91
702977,NV405444,2026-03-20,Direct Stocks,SIP,2083.2
702978,NV405446,2026-03-29,Direct Stocks,Lumpsum,9156.93
702979,NV405448,2026-03-07,Direct Stocks,Lumpsum,17566.39
702980,NV405449,2026-03-14,Mutual Fund - Equity,SIP,1547.97
702981,NV405450,2026-04-04,Mutual Fund - Equity,Lumpsum,8549.88
702982,NV405451,2026-03-19,Mutual Fund - Hybrid,SIP,3531.78
702983,NV405455,2026-03-11,Mutual Fund - Equity,Lumpsum,18074.29
702984,NV405458,2026-04-07,ETF,Lumpsum,22514.48
702985,NV405462,2026-03-24,Mutual Fund - Hybrid,SIP,3348.37
702986,NV405462,2026-06-27,Mutual Fund - Equity,SIP,1867.54
702987,NV405464,2026-03-15,Mutual Fund - Equity,SIP,2646.23
702988,NV405464,2026-06-13,Mutual Fund - Debt,Lumpsum,2133.17
702989,NV405467,2026-03-11,Mutual Fund - Equity,SIP,2459.49
702990,NV405467,2026-04-01,Direct Stocks,Lumpsum,3952.23
702991,NV405468,2026-03-09,Mutual Fund - Hybrid,SIP,2684.78
702992,NV405468,2026-04-11,Mutual Fund - Equity,Lumpsum,4372.05
702993,NV405472,2026-03-25,Mutual Fund - Hybrid,SIP,4141.64
702994,NV405472,2026-04-21,Direct Stocks,SIP,808.14
702995,NV405474,2026-03-27,Mutual Fund - Equity,Lumpsum,10879.59
702996,NV405474,2026-07-04,Mutual Fund - Debt,Lumpsum,10687.29
702997,NV405475,2026-03-16,Mutual Fund - Debt,SIP,7310.11
702998,NV405476,2026-03-08,Mutual Fund - Equity,Lumpsum,12836.17
702999,NV405476,2026-05-10,Mutual Fund - Debt,SIP,3429.98
703000,NV405477,2026-03-29,Mutual Fund - Equity,Lumpsum,7968.08
703001,NV405477,2026-07-13,Mutual Fund - Debt,SIP,1285.89
703002,NV405478,2026-03-13,Mutual Fund - Equity,Lumpsum,15201.25
703003,NV405479,2026-03-07,Direct Stocks,Lumpsum,7377.24
703004,NV405479,2026-05-11,ETF,SIP,3543.25
703005,NV405480,2026-03-21,Mutual Fund - Debt,Lumpsum,17349.26
703006,NV405485,2026-04-04,Mutual Fund - Equity,Lumpsum,38873.69
703007,NV405485,2026-06-20,Direct Stocks,SIP,1700.41
703008,NV405488,2026-03-30,Mutual Fund - Equity,SIP,17790.98
703009,NV405489,2026-03-24,Mutual Fund - Hybrid,Lumpsum,14935.99
703010,NV405493,2026-03-24,Mutual Fund - Equity,SIP,3507.5
703011,NV405497,2026-03-29,ETF,SIP,13051.73
703012,NV405498,2026-03-24,Mutual Fund - Equity,Lumpsum,32398.67
703013,NV405503,2026-03-13,Mutual Fund - Debt,SIP,4333.4
703014,NV405506,2026-03-22,Direct Stocks,Lumpsum,19990.86
703015,NV405506,2026-06-30,Mutual Fund - Debt,Lumpsum,1619.0
703016,NV405508,2026-03-15,Mutual Fund - Equity,SIP,2486.86
703017,NV405508,2026-06-20,ETF,Lumpsum,18212.63
703018,NV405509,2026-03-10,Direct Stocks,SIP,6638.41
703019,NV405509,2026-06-17,Mutual Fund - Debt,Lumpsum,14501.35
703020,NV405512,2026-03-29,Mutual Fund - Hybrid,Lumpsum,14489.67
703021,NV405517,2026-03-09,Direct Stocks,SIP,1102.1
703022,NV405522,2026-03-07,Mutual Fund - Equity,SIP,3068.47
703023,NV405523,2026-03-12,Mutual Fund - Equity,SIP,2331.89
703024,NV405524,2026-03-06,Direct Stocks,SIP,1572.23
703025,NV405525,2026-03-06,Mutual Fund - Debt,Lumpsum,20113.94
703026,NV405526,2026-03-26,Mutual Fund - Hybrid,SIP,3187.13
703027,NV405526,2026-05-12,ETF,SIP,2728.31
703028,NV405527,2026-03-26,Mutual Fund - Hybrid,SIP,3069.19
703029,NV405527,2026-06-14,Mutual Fund - Debt,Lumpsum,7204.83
703030,NV405528,2026-03-18,Mutual Fund - Equity,SIP,1803.94
703031,NV405528,2026-05-14,Mutual Fund - Debt,Lumpsum,6413.32
703032,NV405529,2026-03-27,Mutual Fund - Equity,Lumpsum,7922.24
703033,NV405530,2026-03-17,Mutual Fund - Equity,Lumpsum,12138.43
703034,NV405532,2026-03-10,Mutual Fund - Debt,SIP,2275.1
703035,NV405533,2026-03-06,Direct Stocks,Lumpsum,15259.9
703036,NV405533,2026-04-27,Mutual Fund - Hybrid,Lumpsum,18248.99
703037,NV405534,2026-03-30,Mutual Fund - Equity,SIP,4331.17
703038,NV405538,2026-03-22,Mutual Fund - Equity,SIP,4780.19
703039,NV405542,2026-03-31,Mutual Fund - Hybrid,Lumpsum,8183.6
703040,NV405544,2026-03-26,Direct Stocks,SIP,2513.27
703041,NV405544,2026-05-11,Mutual Fund - Hybrid,SIP,4328.34
703042,NV405546,2026-03-15,Mutual Fund - Equity,Lumpsum,11473.25
703043,NV405547,2026-03-26,Mutual Fund - Hybrid,SIP,2022.2
703044,NV405547,2026-06-17,ETF,SIP,941.12
703045,NV405549,2026-03-10,ETF,SIP,1820.84
703046,NV405549,2026-04-08,Direct Stocks,SIP,749.2
703047,NV405551,2026-03-27,Mutual Fund - Debt,SIP,5419.72
703048,NV405555,2026-04-02,Mutual Fund - Equity,SIP,2437.44
703049,NV405556,2026-03-15,Mutual Fund - Equity,Lumpsum,15357.73
703050,NV405556,2026-05-11,ETF,SIP,1561.2
703051,NV405557,2026-03-12,ETF,Lumpsum,14690.52
703052,NV405558,2026-04-01,Mutual Fund - Equity,SIP,3322.76
703053,NV405561,2026-03-15,Direct Stocks,Lumpsum,26285.42
703054,NV405563,2026-03-14,Mutual Fund - Equity,SIP,2327.56
703055,NV405565,2026-03-18,Direct Stocks,Lumpsum,32738.03
703056,NV405566,2026-03-08,Mutual Fund - Debt,Lumpsum,14821.53
703057,NV405574,2026-03-04,Direct Stocks,SIP,4776.98
703058,NV405577,2026-03-02,Mutual Fund - Debt,SIP,2760.26
703059,NV405577,2026-04-23,Mutual Fund - Equity,Lumpsum,18945.96
703060,NV405582,2026-03-07,Direct Stocks,SIP,1225.29
703061,NV405584,2026-03-20,Mutual Fund - Equity,Lumpsum,8861.78
703062,NV405586,2026-03-28,Mutual Fund - Debt,Lumpsum,4888.45
703063,NV405590,2026-03-30,Mutual Fund - Equity,SIP,2841.07
703064,NV405591,2026-03-20,Mutual Fund - Equity,Lumpsum,11024.26
703065,NV405593,2026-03-19,Mutual Fund - Debt,SIP,1945.8
703066,NV405593,2026-05-30,Direct Stocks,SIP,2617.4
703067,NV405599,2026-03-26,Mutual Fund - Equity,Lumpsum,3372.77
703068,NV405601,2026-03-06,Mutual Fund - Equity,SIP,1956.05
703069,NV405602,2026-03-19,Mutual Fund - Equity,SIP,2017.74
703070,NV405603,2026-03-25,Mutual Fund - Debt,SIP,5805.23
703071,NV405606,2026-03-06,Mutual Fund - Equity,SIP,1475.77
703072,NV405606,2026-05-17,Mutual Fund - Debt,SIP,1693.97
703073,NV405611,2026-03-17,Direct Stocks,SIP,3947.68
703074,NV405614,2026-03-14,Mutual Fund - Equity,Lumpsum,18762.98
703075,NV405615,2026-03-06,Mutual Fund - Debt,Lumpsum,3500.67
703076,NV405616,2026-03-09,Mutual Fund - Equity,Lumpsum,6701.38
703077,NV405617,2026-03-20,Mutual Fund - Hybrid,SIP,4179.51
703078,NV405617,2026-05-14,Mutual Fund - Debt,Lumpsum,5562.97
703079,NV405618,2026-03-10,Mutual Fund - Equity,SIP,1558.77
703080,NV405618,2026-07-07,Direct Stocks,SIP,1967.79
703081,NV405619,2026-03-31,Mutual Fund - Equity,SIP,4192.68
703082,NV405619,2026-06-21,Mutual Fund - Debt,Lumpsum,11421.04
703083,NV405624,2026-03-19,Mutual Fund - Debt,SIP,2801.67
703084,NV405626,2026-03-13,Mutual Fund - Hybrid,SIP,3358.74
703085,NV405628,2026-03-08,Direct Stocks,SIP,2830.75
703086,NV405628,2026-05-20,Mutual Fund - Debt,Lumpsum,4229.99
703087,NV405629,2026-03-16,Mutual Fund - Equity,Lumpsum,48079.23
703088,NV405630,2026-04-01,Direct Stocks,SIP,3224.22
703089,NV405630,2026-07-23,Mutual Fund - Debt,SIP,4046.81
703090,NV405631,2026-04-01,Mutual Fund - Equity,Lumpsum,13120.03
703091,NV405632,2026-03-16,Direct Stocks,SIP,2804.16
703092,NV405634,2026-03-16,Mutual Fund - Equity,Lumpsum,14035.35
703093,NV405634,2026-06-02,Mutual Fund - Debt,Lumpsum,17592.44
703094,NV405635,2026-03-20,Direct Stocks,Lumpsum,5025.02
703095,NV405637,2026-03-31,Mutual Fund - Hybrid,SIP,2106.92
703096,NV405639,2026-03-12,Mutual Fund - Hybrid,SIP,4136.36
703097,NV405640,2026-04-04,Mutual Fund - Debt,SIP,2531.67
703098,NV405640,2026-06-28,Mutual Fund - Hybrid,SIP,2276.46
703099,NV405644,2026-03-29,Direct Stocks,Lumpsum,24083.98
703100,NV405644,2026-05-25,ETF,SIP,500.0
703101,NV405645,2026-03-30,Mutual Fund - Equity,SIP,7643.49
703102,NV405646,2026-03-06,Direct Stocks,SIP,5203.68
703103,NV405646,2026-05-27,Mutual Fund - Hybrid,Lumpsum,5083.65
703104,NV405647,2026-03-13,Mutual Fund - Equity,Lumpsum,9108.54
703105,NV405647,2026-04-05,ETF,SIP,2078.61
703106,NV405655,2026-03-09,Mutual Fund - Equity,Lumpsum,18416.7
703107,NV405656,2026-03-06,Mutual Fund - Hybrid,Lumpsum,15120.91
703108,NV405660,2026-03-27,Direct Stocks,SIP,2019.02
703109,NV405660,2026-05-13,ETF,Lumpsum,9986.79
703110,NV405661,2026-03-27,ETF,SIP,1684.8
703111,NV405663,2026-03-05,Mutual Fund - Hybrid,SIP,4368.2
703112,NV405663,2026-06-15,Mutual Fund - Debt,SIP,1093.13
703113,NV405665,2026-03-21,Mutual Fund - Equity,Lumpsum,14845.57
703114,NV405667,2026-03-08,Mutual Fund - Equity,Lumpsum,9007.21
703115,NV405672,2026-03-17,ETF,SIP,2087.7
703116,NV405676,2026-03-05,Mutual Fund - Equity,SIP,2083.14
703117,NV405678,2026-03-04,Mutual Fund - Debt,SIP,6314.6
703118,NV405680,2026-03-31,Mutual Fund - Hybrid,Lumpsum,9138.31
703119,NV405684,2026-03-21,ETF,Lumpsum,8592.75
703120,NV405686,2026-03-18,Mutual Fund - Equity,Lumpsum,14238.57
703121,NV405691,2026-03-12,Direct Stocks,SIP,2608.35
703122,NV405691,2026-04-22,Mutual Fund - Equity,Lumpsum,5511.27
703123,NV405693,2026-03-23,Mutual Fund - Equity,Lumpsum,17336.92
703124,NV405696,2026-03-16,Mutual Fund - Equity,SIP,4085.84
703125,NV405701,2026-03-05,Mutual Fund - Hybrid,Lumpsum,15260.72
703126,NV405702,2026-03-09,Mutual Fund - Equity,SIP,2535.55
703127,NV405702,2026-05-19,ETF,Lumpsum,9071.13
703128,NV405703,2026-03-05,Mutual Fund - Hybrid,SIP,4136.45
703129,NV405703,2026-05-26,Mutual Fund - Equity,Lumpsum,13630.6
703130,NV405705,2026-03-09,Mutual Fund - Hybrid,SIP,1824.52
703131,NV405706,2026-03-11,Mutual Fund - Hybrid,Lumpsum,6977.35
703132,NV405707,2026-03-06,ETF,Lumpsum,15939.73
703133,NV405710,2026-03-27,Direct Stocks,SIP,2092.37
703134,NV405713,2026-03-09,Mutual Fund - Equity,Lumpsum,34292.33
703135,NV405713,2026-06-05,Mutual Fund - Hybrid,Lumpsum,8136.18
703136,NV405715,2026-03-05,Mutual Fund - Hybrid,SIP,9628.83
703137,NV405716,2026-03-25,Mutual Fund - Equity,Lumpsum,12221.19
703138,NV405716,2026-05-10,Mutual Fund - Debt,Lumpsum,7517.89
703139,NV405718,2026-03-30,Mutual Fund - Hybrid,Lumpsum,14575.27
703140,NV405718,2026-05-04,Mutual Fund - Equity,Lumpsum,6292.91
703141,NV405721,2026-03-16,ETF,SIP,2928.72
703142,NV405721,2026-07-10,Mutual Fund - Debt,Lumpsum,2235.82
703143,NV405722,2026-03-11,Mutual Fund - Equity,SIP,2395.34
703144,NV405722,2026-04-15,Mutual Fund - Debt,SIP,3879.09
703145,NV405723,2026-03-24,Mutual Fund - Equity,SIP,5200.08
703146,NV405725,2026-03-08,Mutual Fund - Equity,SIP,712.74
703147,NV405725,2026-06-06,ETF,SIP,1463.29
703148,NV405726,2026-03-05,Mutual Fund - Equity,SIP,2338.41
703149,NV405726,2026-04-21,Mutual Fund - Hybrid,SIP,2626.12
703150,NV405728,2026-03-31,Direct Stocks,SIP,3077.19
703151,NV405731,2026-03-04,Mutual Fund - Hybrid,SIP,2468.87
703152,NV405731,2026-04-15,Direct Stocks,Lumpsum,9691.55
703153,NV405732,2026-03-13,Mutual Fund - Hybrid,SIP,2000.98
703154,NV405733,2026-03-05,Mutual Fund - Hybrid,Lumpsum,14996.24
703155,NV405735,2026-03-24,Mutual Fund - Hybrid,SIP,4531.57
703156,NV405736,2026-03-19,Mutual Fund - Equity,SIP,4043.4
703157,NV405738,2026-03-25,Mutual Fund - Equity,Lumpsum,5034.9
703158,NV405740,2026-03-31,Mutual Fund - Equity,Lumpsum,15974.1
703159,NV405740,2026-06-01,Direct Stocks,SIP,2622.59
703160,NV405741,2026-03-05,Mutual Fund - Equity,Lumpsum,12235.68
703161,NV405742,2026-03-28,Mutual Fund - Debt,SIP,2354.28
703162,NV405750,2026-03-10,Mutual Fund - Equity,Lumpsum,23735.86
703163,NV405751,2026-03-02,Direct Stocks,Lumpsum,40012.52
703164,NV405755,2026-03-13,Mutual Fund - Equity,Lumpsum,12432.33
703165,NV405755,2026-05-11,Mutual Fund - Hybrid,SIP,2947.6
703166,NV405756,2026-03-30,Mutual Fund - Equity,SIP,889.45
703167,NV405758,2026-03-18,Mutual Fund - Hybrid,SIP,4249.62
703168,NV405758,2026-04-29,Direct Stocks,Lumpsum,4466.75
703169,NV405759,2026-03-27,Direct Stocks,SIP,2613.03
703170,NV405764,2026-03-14,Mutual Fund - Equity,Lumpsum,10701.87
703171,NV405772,2026-03-24,Direct Stocks,SIP,2586.83
703172,NV405773,2026-04-01,Direct Stocks,SIP,2224.19
703173,NV405773,2026-07-21,ETF,SIP,1503.62
703174,NV405775,2026-03-24,ETF,SIP,4853.31
703175,NV405775,2026-06-24,Mutual Fund - Equity,Lumpsum,10064.16
703176,NV405776,2026-03-17,Mutual Fund - Equity,SIP,1915.36
703177,NV405779,2026-03-18,Mutual Fund - Debt,Lumpsum,36107.59
703178,NV405780,2026-03-20,Direct Stocks,Lumpsum,7673.35
703179,NV405782,2026-03-14,Mutual Fund - Hybrid,SIP,2579.39
703180,NV405783,2026-04-01,Mutual Fund - Equity,Lumpsum,4234.64
703181,NV405783,2026-05-17,Mutual Fund - Debt,SIP,2871.37
703182,NV405784,2026-03-20,Mutual Fund - Debt,Lumpsum,25803.96
703183,NV405786,2026-03-05,Mutual Fund - Debt,SIP,15333.21
703184,NV405791,2026-03-25,Direct Stocks,SIP,5744.06
703185,NV405793,2026-03-16,Mutual Fund - Equity,SIP,5181.1
703186,NV405794,2026-03-10,Mutual Fund - Equity,Lumpsum,7053.65
703187,NV405795,2026-03-09,Mutual Fund - Debt,SIP,2404.93
703188,NV405798,2026-03-08,Direct Stocks,SIP,2144.43
703189,NV405799,2026-03-23,Mutual Fund - Equity,Lumpsum,5266.15
703190,NV405799,2026-06-03,ETF,Lumpsum,12270.18
703191,NV405801,2026-03-31,Direct Stocks,SIP,2058.72
703192,NV405801,2026-07-25,Mutual Fund - Hybrid,Lumpsum,14286.8
703193,NV405802,2026-03-20,ETF,SIP,1649.69
703194,NV405803,2026-03-17,ETF,SIP,4511.22
703195,NV405804,2026-03-04,Mutual Fund - Debt,SIP,6024.3
703196,NV405804,2026-04-12,Mutual Fund - Hybrid,Lumpsum,8269.75
703197,NV405807,2026-03-15,Mutual Fund - Equity,SIP,4581.73
703198,NV405810,2026-03-21,Mutual Fund - Hybrid,Lumpsum,15536.78
703199,NV405811,2026-03-23,Mutual Fund - Debt,SIP,2189.52
703200,NV405812,2026-03-12,Mutual Fund - Equity,SIP,3671.45
703201,NV405817,2026-03-23,Mutual Fund - Hybrid,SIP,5753.31
703202,NV405817,2026-04-29,Mutual Fund - Equity,Lumpsum,10544.65
703203,NV405821,2026-03-31,Mutual Fund - Equity,SIP,4367.29
703204,NV405821,2026-06-15,Mutual Fund - Debt,SIP,2390.29
703205,NV405823,2026-03-26,Mutual Fund - Equity,SIP,3502.71
703206,NV405828,2026-03-31,Direct Stocks,Lumpsum,8875.46
703207,NV405831,2026-03-29,Mutual Fund - Equity,SIP,2221.32
703208,NV405831,2026-04-29,Direct Stocks,SIP,4826.49
703209,NV405840,2026-03-25,Mutual Fund - Hybrid,Lumpsum,6136.12
703210,NV405842,2026-03-12,Mutual Fund - Debt,SIP,2429.88
703211,NV405842,2026-04-18,Mutual Fund - Equity,Lumpsum,9324.68
703212,NV405846,2026-03-15,Direct Stocks,SIP,1714.77
703213,NV405846,2026-04-08,Mutual Fund - Equity,SIP,5316.25
703214,NV405847,2026-03-22,Mutual Fund - Hybrid,SIP,2199.95
703215,NV405847,2026-05-28,Mutual Fund - Debt,SIP,2089.8
703216,NV405848,2026-03-25,Mutual Fund - Debt,Lumpsum,16130.02
703217,NV405848,2026-05-24,Direct Stocks,Lumpsum,20608.19
703218,NV405862,2026-03-31,Direct Stocks,Lumpsum,4746.02
703219,NV405866,2026-03-26,Mutual Fund - Equity,Lumpsum,8427.28
703220,NV405867,2026-03-04,Mutual Fund - Equity,Lumpsum,6529.21
703221,NV405868,2026-03-03,Mutual Fund - Equity,SIP,2393.29
703222,NV405869,2026-03-30,Mutual Fund - Equity,Lumpsum,10451.52
703223,NV405871,2026-03-10,Mutual Fund - Debt,Lumpsum,14833.17
703224,NV405874,2026-03-17,Direct Stocks,SIP,1298.32
703225,NV405875,2026-03-21,Mutual Fund - Equity,SIP,3046.34
703226,NV405875,2026-04-15,Mutual Fund - Debt,SIP,4035.37
703227,NV405877,2026-03-18,Mutual Fund - Debt,Lumpsum,6723.28
703228,NV405881,2026-03-14,Mutual Fund - Hybrid,SIP,2454.06
703229,NV405883,2026-03-04,ETF,Lumpsum,14866.98
703230,NV405885,2026-03-03,Mutual Fund - Equity,SIP,2525.83
703231,NV405885,2026-05-25,Direct Stocks,SIP,4269.99
703232,NV405887,2026-03-13,Mutual Fund - Equity,SIP,1740.38
703233,NV405888,2026-03-29,Mutual Fund - Equity,SIP,6697.47
703234,NV405889,2026-03-17,Mutual Fund - Debt,SIP,5597.02
703235,NV405892,2026-03-18,Mutual Fund - Equity,SIP,3310.63
703236,NV405892,2026-06-21,ETF,Lumpsum,9310.07
703237,NV405895,2026-03-17,Mutual Fund - Hybrid,SIP,2968.48
703238,NV405895,2026-04-23,Direct Stocks,SIP,1514.23
703239,NV405900,2026-04-03,Mutual Fund - Debt,Lumpsum,5334.24
703240,NV405903,2026-03-16,Mutual Fund - Hybrid,SIP,5202.37
703241,NV405903,2026-06-10,Mutual Fund - Equity,Lumpsum,9271.32
703242,NV405906,2026-03-28,Mutual Fund - Equity,Lumpsum,16343.57
703243,NV405908,2026-03-11,Mutual Fund - Hybrid,SIP,2130.15
703244,NV405908,2026-06-01,Direct Stocks,SIP,2006.73
703245,NV405910,2026-03-10,Mutual Fund - Debt,Lumpsum,20043.53
703246,NV405911,2026-03-23,ETF,SIP,1002.14
703247,NV405912,2026-03-25,Mutual Fund - Equity,Lumpsum,10208.12
703248,NV405914,2026-03-19,Mutual Fund - Equity,SIP,2341.06
703249,NV405914,2026-04-20,ETF,SIP,3623.72
703250,NV405915,2026-03-26,Mutual Fund - Hybrid,Lumpsum,33722.3
703251,NV405916,2026-03-31,ETF,Lumpsum,24246.25
703252,NV405916,2026-05-06,Mutual Fund - Equity,SIP,2175.86
703253,NV405917,2026-03-13,Mutual Fund - Equity,SIP,1678.09
703254,NV405921,2026-03-29,Mutual Fund - Equity,SIP,1711.71
703255,NV405921,2026-06-05,ETF,Lumpsum,7972.83
703256,NV405923,2026-03-07,Mutual Fund - Equity,SIP,6648.0
703257,NV405923,2026-04-12,Mutual Fund - Debt,SIP,2864.31
703258,NV405926,2026-03-02,Direct Stocks,SIP,1628.85
703259,NV405927,2026-03-11,Direct Stocks,SIP,4346.88
703260,NV405927,2026-06-16,Mutual Fund - Equity,Lumpsum,13995.15
703261,NV405933,2026-03-09,Mutual Fund - Hybrid,Lumpsum,4566.33
703262,NV405934,2026-03-31,Mutual Fund - Equity,Lumpsum,7431.39
703263,NV405934,2026-05-11,Mutual Fund - Debt,SIP,1316.71
703264,NV405935,2026-03-02,Direct Stocks,Lumpsum,18300.83
703265,NV405935,2026-05-11,ETF,SIP,963.39
703266,NV405938,2026-04-01,Direct Stocks,Lumpsum,6965.21
703267,NV405941,2026-03-08,ETF,Lumpsum,16176.35
703268,NV405944,2026-03-22,Direct Stocks,SIP,3372.24
703269,NV405945,2026-03-20,Mutual Fund - Debt,Lumpsum,12532.42
703270,NV405945,2026-07-10,Direct Stocks,Lumpsum,10991.75
703271,NV405947,2026-03-14,Direct Stocks,SIP,3184.41
703272,NV405950,2026-03-13,Mutual Fund - Equity,SIP,3401.12
703273,NV405950,2026-06-11,Mutual Fund - Hybrid,Lumpsum,8399.92
703274,NV405953,2026-03-03,Mutual Fund - Equity,Lumpsum,13540.81
703275,NV405953,2026-04-29,Mutual Fund - Hybrid,SIP,828.92
703276,NV405956,2026-03-17,Direct Stocks,Lumpsum,21567.62
703277,NV405963,2026-03-08,Mutual Fund - Equity,Lumpsum,10562.83
703278,NV405964,2026-03-10,Mutual Fund - Equity,SIP,2871.84
703279,NV405969,2026-03-20,Mutual Fund - Hybrid,SIP,6052.31
703280,NV405970,2026-03-18,Mutual Fund - Hybrid,SIP,3883.39
703281,NV405972,2026-03-07,Mutual Fund - Debt,SIP,1578.78
703282,NV405972,2026-06-27,Mutual Fund - Equity,SIP,2137.04
703283,NV405974,2026-03-12,Mutual Fund - Equity,Lumpsum,10669.02
703284,NV405974,2026-04-23,Mutual Fund - Hybrid,SIP,2655.47
703285,NV405975,2026-03-16,ETF,SIP,5667.05
703286,NV405975,2026-04-24,Mutual Fund - Equity,Lumpsum,22671.0
703287,NV405976,2026-03-29,Direct Stocks,SIP,673.14
703288,NV405976,2026-06-01,ETF,Lumpsum,9129.48
703289,NV405978,2026-03-26,Mutual Fund - Hybrid,Lumpsum,9686.53
703290,NV405980,2026-03-25,Mutual Fund - Equity,SIP,3180.43
703291,NV405981,2026-03-21,Direct Stocks,SIP,3658.43
703292,NV405981,2026-07-11,Mutual Fund - Hybrid,Lumpsum,6393.59
703293,NV405982,2026-03-19,Mutual Fund - Equity,SIP,3485.41
703294,NV405983,2026-03-13,Mutual Fund - Hybrid,Lumpsum,2726.31
